Species,Parity,Reference
Anolis_vanzolinii,0,[7]
Anolis_vaupesianus,0,[7]
Anolis_ventrimaculatus,0,[7]
Anolis_vermiculatus,0,[7]
Anolis_vescus,0,[7]
Anolis_vicarius,0,[7]
Anolis_villai,0,[7]
Anolis_vittigerus,0,[7]
Anolis_wampuensis,0,[7]
Anolis_wattsi,0,[7]
Anolis_websteri,0,[7]
Anolis_wermuthi,0,[7]
Anolis_whitemani,0,[7]
Anolis_williamsii,0,[7]
Anolis_williamsmittermeierorum,0,[7]
Anolis_woodi,0,[7]
Anolis_yoroensis,0,[7]
Anolis_zeus,0,[7]
Anomalepis_aspinosus,0,[16]
Anomalepis_colombia,0,[16]
Anomalepis_flavapices,0,[16]
Anomalepis_mexicanus,0,[16]
Anomalopus_brevicollis,0,[24]
Anomalopus_gowi,0,[24]
Anomalopus_leuckartii,0,[24]
Anomalopus_mackayi,0,[24]
Anomalopus_pluto,0,[24]
Anomalopus_swansoni,1,[24]
Anomalopus_verreauxi,0,[24]
Anomochilus_leonardi,0,[17]
Anomochilus_weberi,0,[17]
Anoplohydrus_aemulans,0,[19]
Anops_bilabialatus,0,[1]
Anops_kingii,0,[1]
Anotosaura_collaris,0,[9]
Antaresia_childreni,0,[17]
Antaresia_maculosa,0,[17]
Antaresia_perthensis,0,[17]
Antaresia_stimsoni,0,[17]
Antillophis_andreae,0,[19]
Antillophis_parvifrons,0,[19]
Antillophis_slevini,0,[19]
Antillophis_steindachneri,0,[19]
Aparallactus_capensis,0,[21]
Aparallactus_guentheri,0,[21]
Aparallactus_jacksonii,1,[21]
Aparallactus_lineatus,0,[21]
Aparallactus_lunulatus,0,[21]
Aparallactus_modestus,0,[21]
Aparallactus_moeruensis,0,[21]
Aparallactus_niger,0,[21]
Aparallactus_nigriceps,0,[21]
Aparallactus_turneri,0,[21]
Aparallactus_werneri,0,[21]
Apathya_cappadocica,0,[11]
Apathya_yassujica,0,[11]
Aphaniotis_acutirostris,0,[2]
Aphaniotis_fusca,0,[2]
Aphaniotis_ornata,0,[2]
Aplopeltura_boa,0,[17]
Apodora_papuana,0,[17]
Apostolepis_albicollaris,0,[19]
Apostolepis_ambinigra,0,[19]
Apostolepis_ammodites,0,[19]
Apostolepis_arenaria,0,[19]
Apostolepis_assimilis,0,[19]
Apostolepis_breviceps,0,[19]
Apostolepis_cearensis,0,[19]
Apostolepis_cerradoensis,0,[19]
Apostolepis_christineae,0,[19]
Apostolepis_coronata,0,[19]
Apostolepis_dimidiata,0,[19]
Apostolepis_dorbignyi,0,[19]
Apostolepis_flavotorquata,0,[19]
Apostolepis_freitasi,0,[19]
Apostolepis_gaboi,0,[19]
Apostolepis_goiasensis,0,[19]
Apostolepis_intermedia,0,[19]
Apostolepis_longicaudata,0,[19]
Apostolepis_multicincta,0,[19]
Apostolepis_nelsonjorgei,0,[19]
Apostolepis_niceforoi,0,[19]
Apostolepis_nigroterminata,0,[19]
Apostolepis_phillipsi,0,[19]
Apostolepis_polylepis,0,[19]
Apostolepis_pymi,0,[19]
Apostolepis_quinquelineata,0,[19]
Apostolepis_quirogai,0,[19]
Apostolepis_sanctaeritae,0,[19]
Apostolepis_serrana,0,[19]
Apostolepis_striata,0,[19]
Apostolepis_tenuis,0,[19]
Apostolepis_tertulianobeui,0,[19]
Apostolepis_vittata,0,[19]
Aprasia_aurita,0,[4]
Aprasia_fusca,0,[4]
Aprasia_haroldi,0,[4]
Aprasia_inaurita,0,[4]
Aprasia_parapulchella,0,[4]
Aprasia_picturata,0,[4]
Aprasia_pseudopulchella,0,[4]
Aprasia_pulchella,0,[4]
Aprasia_repens,0,[4]
Aprasia_rostrata,0,[4]
Aprasia_smithi,0,[4]
Aprasia_striolata,0,[4]
Archaeolacerta_bedriagae,0,[11]
Argyrogena_fasciolata,0,[19]
Aristelliger_barbouri,0,[4]
Aristelliger_cochranae,0,[4]
Aristelliger_expectatus,0,[4]
Aristelliger_georgeensis,0,[4]
Aristelliger_hechti,0,[4]
Aristelliger_lar,0,[4]
Aristelliger_praesignis,0,[4]
Arizona_elegans,0,[19]
Arrhyton_ainictum,0,[19]
Arrhyton_callilaemum,0,[19]
Arrhyton_dolichura,0,[19]
Arrhyton_exiguum,0,[19]
Arrhyton_funereum,0,[19]
Arrhyton_landoi,0,[19]
Arrhyton_polylepis,0,[19]
Arrhyton_procerum,0,[19]
Arrhyton_redimitum,0,[19]
Arrhyton_supernum,0,[19]
Arrhyton_taeniatum,0,[19]
Arrhyton_tanyplectum,0,[19]
Arrhyton_vittatum,0,[19]
Arthrosaura_guianensis,0,[9]
Arthrosaura_hoogmoedi,0,[9]
Arthrosaura_kockii,0,[9]
Arthrosaura_montigena,0,[9]
Arthrosaura_reticulata,0,[9]
Arthrosaura_synaptolepis,0,[9]
Arthrosaura_testigensis,0,[9]
Arthrosaura_tyleri,0,[9]
Arthrosaura_versteegii,0,[9]
Asaccus_caudivolvulus,0,[4]
Asaccus_elisae,0,[4]
Asaccus_gallagheri,0,[4]
Asaccus_griseonotus,0,[4]
Asaccus_kermanshahensis,0,[4]
Asaccus_kurdistanensis,0,[4]
Asaccus_montanus,0,[4]
Asaccus_nasrullahi,0,[4]
Asaccus_platyrhynchus,0,[4]
Asiocolotes_depressus,0,[4]
Asiocolotes_levitoni,0,[4]
Aspidelaps_lubricus,0,[20]
Aspidelaps_scutatus,0,[20]
Aspidites_melanocephalus,0,[17]
Aspidites_ramsayi,0,[17]
Aspidomorphus_lineaticollis,0,[20]
Aspidomorphus_muelleri,0,[20]
Aspidomorphus_schlegeli,0,[20]
Aspidoscelis_angusticeps,0,[9]
Aspidoscelis_arizonae,0,[9]
Aspidoscelis_burti,0,[9]
Aspidoscelis_calidipes,0,[9]
Aspidoscelis_ceralbensis,0,[9]
Aspidoscelis_communis,0,[9]
Aspidoscelis_costatus,0,[9]
Aspidoscelis_cozumelae,0,[9]
Aspidoscelis_deppei,0,[9]
Aspidoscelis_dixoni,0,[9]
Aspidoscelis_exsanguis,0,[9]
Aspidoscelis_flagellicaudus,0,[9]
Aspidoscelis_gularis,0,[9]
Aspidoscelis_guttatus,0,[9]
Aspidoscelis_gypsi,0,[9]
Aspidoscelis_hyperythrus,0,[9]
Aspidoscelis_inornatus,0,[9]
Aspidoscelis_labialis,0,[9]
Aspidoscelis_laredoensis,0,[9]
Aspidoscelis_lineattissimus,0,[9]
Aspidoscelis_marmoratus,0,[9]
Aspidoscelis_maximus,0,[9]
Aspidoscelis_mexicanus,0,[9]
Aspidoscelis_motaguae,0,[9]
Aspidoscelis_neomexicanus,0,[9]
Aspidoscelis_neotesselatus,0,[9]
Aspidoscelis_opatae,0,[9]
Aspidoscelis_pai,0,[9]
Aspidoscelis_parvisocius,0,[9]
Aspidoscelis_rodecki,0,[9]
Aspidoscelis_sackii,0,[9]
Aspidoscelis_scalaris,0,[9]
Aspidoscelis_septemvittatus,0,[9]
Aspidoscelis_sexlineatus,0,[9]
Aspidoscelis_sonorae,0,[9]
Aspidoscelis_tesselatus,0,[9]
Aspidoscelis_tigris,0,[9]
Aspidoscelis_uniparens,0,[9]
Aspidoscelis_velox,0,[9]
Aspidura_brachyorrhos,0,[19]
Aspidura_copei,0,[19]
Aspidura_deraniyagalae,0,[19]
Aspidura_drummondhayi,0,[19]
Aspidura_guentheri,0,[19]
Aspidura_trachyprocta,0,[19]
Asthenodipsas_laevis,0,[17]
Asthenodipsas_malaccanus,0,[17]
Asthenodipsas_vertebralis,0,[17]
Astrotia_stokesii,1,[20]
Asymblepharus_alaicus,1,[24]
Asymblepharus_sikimmensis,0,[24]
Atheris_acuminata,1,[22]
Atheris_barbouri,1,[22]
Atheris_broadleyi,1,[22]
Atheris_ceratophora,1,[22]
Atheris_chlorechis,1,[22]
Atheris_desaixi,1,[22]
Atheris_hirsuta,1,[22]
Atheris_hispida,1,[22]
Atheris_katangensis,1,[22]
Atheris_nitschei,1,[22]
Atheris_rungweensis,1,[22]
Atheris_squamigera,1,[22]
Atheris_subocularis,1,[22]
Atlantolacerta_andreanskyi,0,[11]
Atractaspis_aterrima,0,[21]
Atractaspis_battersbyi,0,[21]
Atractaspis_bibronii,0,[21]
Atractaspis_boulengeri,0,[21]
Atractaspis_coalescens,0,[21]
Atractaspis_congica,0,[21]
Atractaspis_corpulenta,0,[21]
Atractaspis_dahomeyensis,0,[21]
Atractaspis_duerdeni,0,[21]
Atractaspis_engaddensis,0,[21]
Atractaspis_engdahli,0,[21]
Atractaspis_fallax,0,[21]
Atractaspis_irregularis,0,[21]
Atractaspis_leucomelas,0,[21]
Atractaspis_microlepidota,0,[21]
Atractaspis_micropholis,0,[21]
Atractaspis_reticulata,0,[21]
Atractaspis_scorteccii,0,[21]
Atractaspis_watsoni,0,[21]
Atractus_albuquerquei,0,[19]
Atractus_alphonsehogei,0,[19]
Atractus_andinus,0,[19]
Atractus_arangoi,0,[19]
Atractus_attenuates,0,[19]
Atractus_badius,0,[19]
Atractus_balzani,0,[19]
Atractus_biseriatus,0,[19]
Atractus_bocki,0,[19]
Atractus_bocourti,0,[19]
Atractus_boettgeri,0,[19]
Atractus_boulengerii,0,[19]
Atractus_canedii,0,[19]
Atractus_carrioni,0,[19]
Atractus_caxiuana,0,[19]
Atractus_charitoae,0,[19]
Atractus_clarki,0,[19]
Atractus_collaris,0,[19]
Atractus_crassicaudatus,0,[19]
Atractus_darienensis,0,[19]
Atractus_davidhardi,0,[19]
Atractus_depressiocellus,0,[19]
Atractus_duidensis,0,[19]
Atractus_dunni,0,[19]
Atractus_ecuadorensis,0,[19]
Atractus_edioi,0,[19]
Atractus_elaps,0,[19]
Atractus_emersoni,0,[19]
Atractus_emigdioi,0,[19]
Atractus_emmeli,0,[19]
Atractus_eriki,0,[19]
Atractus_erythromelas,0,[19]
Atractus_favae,0,[19]
Atractus_flammigerus,0,[19]
Atractus_franciscopaivai,0,[19]
Atractus_fuliginosus,0,[19]
Atractus_gaigeae,0,[19]
Atractus_gigas,0,[19]
Atractus_guentheri,0,[19]
Atractus_guerreroi,0,[19]
Atractus_heliobelluomini,0,[19]
Atractus_hostilitractus,0,[19]
Atractus_imperfectus,0,[19]
Atractus_indistinctus,0,[19]
Atractus_insipidus,0,[19]
Atractus_iridescens,0,[19]
Atractus_janethae,0,[19]
Atractus_kangueryensis,0,[19]
Atractus_lancinii,0,[19]
Atractus_lasallei,0,[19]
Atractus_latifrons,0,[19]
Atractus_lehmanni,0,[19]
Atractus_limitaneus,0,[19]
Atractus_loveridgei,0,[19]
Atractus_lucilae,0,[19]
Atractus_maculatus,0,[19]
Atractus_major,0,[19]
Atractus_manizalesensis,0,[19]
Atractus_mariselae,0,[19]
Atractus_matthewi,0,[19]
Atractus_melanogaster,0,[19]
Atractus_melas,0,[19]
Atractus_meridensis,0,[19]
Atractus_micheleae,0,[19]
Atractus_microrhynchus,0,[19]
Atractus_mijaresi,0,[19]
Atractus_modestus,0,[19]
Atractus_multicinctus,0,[19]
Atractus_natans,0,[19]
Atractus_nebularis,0,[19]
Atractus_nicefori,0,[19]
Atractus_nigricaudus,0,[19]
Atractus_nigriventris,0,[19]
Atractus_obesus,0,[19]
Atractus_obtusirostris,0,[19]
Atractus_occidentalis,0,[19]
Atractus_occipitoalbus,0,[19]
Atractus_ochrosetrus,0,[19]
Atractus_oculotemporalis,0,[19]
Atractus_pamplonensis,0,[19]
Atractus_pantostictus,0,[19]
Atractus_paraguayensis,0,[19]
Atractus_paravertebralis,0,[19]
Atractus_paucidens,0,[19]
Atractus_pauciscutatus,0,[19]
Atractus_peruvianus,0,[19]
Atractus_poeppigi,0,[19]
Atractus_potschi,0,[19]
Atractus_punctiventris,0,[19]
Atractus_resplendens,0,[19]
Atractus_reticulatus,0,[19]
Atractus_riveroi,0,[19]
Atractus_ronnie,0,[19]
Atractus_roulei,0,[19]
Atractus_sanctaemartae,0,[19]
Atractus_sanguineus,0,[19]
Atractus_schach,0,[19]
Atractus_serranus,0,[19]
Atractus_snethlageae,0,[19]
Atractus_steyermarki,0,[19]
Atractus_surucucu,0,[19]
Atractus_taeniatus,0,[19]
Atractus_tamaensis,0,[19]
Atractus_tamessari,0,[19]
Atractus_taphorni,0,[19]
Atractus_thalesdelemai,0,[19]
Atractus_torquatus,0,[19]
Atractus_trihedrurus,0,[19]
Atractus_trilineatus,0,[19]
Atractus_trivittatus,0,[19]
Atractus_turikensis,0,[19]
Atractus_univittatus,0,[19]
Atractus_variegatus,0,[19]
Atractus_ventrimaculatus,0,[19]
Atractus_vertebralis,0,[19]
Atractus_vertebrolineatus,0,[19]
Atractus_vittatus,0,[19]
Atractus_wagleri,0,[19]
Atractus_werneri,0,[19]
Atractus_zebrinus,0,[19]
Atractus_zidoki,0,[19]
Atretium_schistosum,0,[19]
Atretium_yunnanensis,0,[19]
Atropoides_indomitus,1,[22]
Atropoides_mexicanus,1,[22]
Atropoides_nummifer,1,[22]
Atropoides_occiduus,1,[22]
Atropoides_olmec,1,[22]
Atropoides_picadoi,1,[22]
Aulura_anomala,0,[1]
Australolacerta_australis,0,[11]
Australolacerta_rupicola,0,[11]
Austrelaps_labialis,1,[20]
Austrelaps_ramsayi,1,[20]
Austrelaps_superbus,1,[20]
Austrotyphlops_affinis,0,[16]
Austrotyphlops_ammodytes,0,[16]
Austrotyphlops_aspina,0,[16]
Austrotyphlops_australis,0,[16]
Austrotyphlops_batillus,0,[16]
Austrotyphlops_bituberculatus,0,[16]
Austrotyphlops_broomi,0,[16]
Austrotyphlops_centralis,0,[16]
Austrotyphlops_chamodracaena,0,[16]
Austrotyphlops_diversus,0,[16]
Austrotyphlops_endoterus,0,[16]
Austrotyphlops_ganei,0,[16]
Austrotyphlops_grypus,0,[16]
Austrotyphlops_guentheri,0,[16]
Austrotyphlops_hamatus,0,[16]
Austrotyphlops_howi,0,[16]
Austrotyphlops_kimberleyensis,0,[16]
Austrotyphlops_leptosomus,0,[16]
Austrotyphlops_ligatus,0,[16]
Austrotyphlops_longissimus,0,[16]
Austrotyphlops_margaretae,0,[16]
Austrotyphlops_micrommus,0,[16]
Austrotyphlops_minimus,0,[16]
Austrotyphlops_nema,0,[16]
Austrotyphlops_nigrescens,0,[16]
Austrotyphlops_nigroterminatus,0,[16]
Austrotyphlops_pilbarensis,0,[16]
Austrotyphlops_pinguis,0,[16]
Austrotyphlops_proximus,0,[16]
Austrotyphlops_robertsi,0,[16]
Austrotyphlops_silvia,0,[16]
Austrotyphlops_splendidus,0,[16]
Austrotyphlops_tovelli,0,[16]
Austrotyphlops_troglodytes,0,[16]
Austrotyphlops_unguirostris,0,[16]
Austrotyphlops_waitii,0,[16]
Austrotyphlops_wiedii,0,[16]
Austrotyphlops_yampiensis,0,[16]
Austrotyphlops_yirrikalae,0,[16]
Azemiops_feae,0,[22]
Bachia_barbouri,0,[9]
Bachia_bicolor,0,[9]
Bachia_bresslaui,0,[9]
Bachia_cacerensis,0,[9]
Bachia_cuvieri,0,[9]
Bachia_dorbignyi,0,[9]
Bachia_flavescens,0,[9]
Bachia_guianensis,0,[9]
Bachia_heteropa,0,[9]
Bachia_huallagana,0,[9]
Bachia_intermedia,0,[9]
Bachia_micromela,0,[9]
Bachia_oxyrhina,0,[9]
Bachia_pallidiceps,0,[9]
Bachia_panoplia,0,[9]
Bachia_peruana,0,[9]
Bachia_psamophila,0,[9]
Bachia_pyburni,0,[9]
Bachia_scolecoides,0,[9]
Bachia_talpa,0,[9]
Bachia_trisanale,0,[9]
Baikia_africana,0,[1]
Balanophis_ceylonensis,0,[19]
Barisia_herrerae,1,[3]
Barisia_imbricata,1,[3]
Barisia_levicollis,1,[3]
Barisia_rudicollis,1,[3]
Bartleia_jigurru,0,[24]
Basiliscus_basiliscus,0,[7]
Basiliscus_galeritus,0,[7]
Basiliscus_plumifrons,0,[7]
Basiliscus_vittatus,0,[7]
Bassiana_duperreyi,0,[24]
Bassiana_platynota,0,[24]
Bassiana_trilineata,0,[24]
Bavayia_crassicollis,0,[4]
Bavayia_cyclura,0,[4]
Bavayia_exsuccida,0,[4]
Bavayia_geitaina,0,[4]
Bavayia_goroensis,0,[4]
Bavayia_madjo,0,[4]
Bavayia_montana,0,[4]
Bavayia_ornata,0,[4]
Bavayia_pulchella,0,[4]
Bavayia_robusta,0,[4]
Bavayia_sauvagii,0,[4]
Bavayia_septuiclavis,0,[4]
Bellatorias_frerei,1,[24]
Bellatorias_major,1,[24]
Bellatorias_obiri,0,[24]
Bibilava_epistibes,0,[21]
Bibilava_infrasignatus,0,[21]
Bibilava_lateralis,0,[21]
Bibilava_martae,0,[21]
Bibilava_stumpffi,0,[21]
Bipes_biporus,0,[1]
Bipes_canaliculatus,0,[1]
Bipes_tridactylus,0,[1]
Bitia_hydroides,1,[15]
Bitis_albanica,1,[22]
Bitis_arietans,1,[22]
Bitis_armata,1,[22]
Bitis_atropos,1,[22]
Bitis_caudalis,1,[22]
Bitis_cornuta,1,[22]
Bitis_gabonica,1,[22]
Bitis_heraldica,1,[22]
Bitis_inornata,1,[22]
Bitis_nasicornis,1,[22]
Bitis_parviocula,1,[22]
Bitis_peringueyi,1,[22]
Bitis_rubida,1,[22]
Bitis_schneideri,1,[22]
Bitis_worthingtoni,1,[22]
Bitis_xeropaga,1,[22]
Blaesodactylus_antongilensis,0,[4]
Blaesodactylus_boivini,0,[4]
Blaesodactylus_sakalava,0,[4]
Blanus_cinereus,0,[1]
Blanus_mettetali,0,[1]
Blanus_strauchi,0,[1]
Blanus_tingitanus,0,[1]
Boa_constrictor,1,[18]
Bogertia_lutzae,0,[4]
Bogertophis_rosaliae,0,[19]
Bogertophis_subocularis,0,[19]
Boiga_andamanensis,0,[19]
Boiga_angulata,0,[19]
Boiga_barnesii,0,[19]
Boiga_beddomei,0,[19]
Boiga_bengkuluensis,0,[19]
Boiga_blandingii,0,[19]
Boiga_bourreti,0,[19]
Boiga_ceylonensis,0,[19]
Boiga_cyanea,0,[19]
Boiga_cynodon,0,[19]
Boiga_dendrophila,0,[19]
Boiga_dightoni,0,[19]
Boiga_drapiezii,0,[19]
Boiga_forsteni,0,[19]
Boiga_gokool,0,[19]
Boiga_guangxiensis,0,[19]
Boiga_irregularis,0,[19]
Boiga_jaspidea,0,[19]
Boiga_kraepelini,0,[19]
Boiga_multifasciata,0,[19]
Boiga_multomaculata,0,[19]
Boiga_nigriceps,0,[19]
Boiga_nuchalis,0,[19]
Boiga_ochracea,0,[19]
Boiga_philippina,0,[19]
Boiga_pulverulenta,0,[19]
Boiga_quincunciata,0,[19]
Boiga_saengsomi,0,[19]
Boiga_schultzei,0,[19]
Boiga_siamensis,0,[19]
Boiga_tanahjampeana,0,[19]
Boiga_trigonata,0,[19]
Boiga_wallachi,0,[19]
Boiruna_maculata,0,[19]
Boiruna_sertaneja,0,[19]
Bothriechis_aurifer,1,[22]
Bothriechis_bicolor,1,[22]
Bothriechis_lateralis,1,[22]
Bothriechis_marchi,1,[22]
Bothriechis_nigroviridis,1,[22]
Bothriechis_rowleyi,1,[22]
Bothriechis_schlegelii,1,[22]
Bothriechis_thalassinus,1,[22]
Bothriopsis_bilineata,1,[22]
Bothriopsis_chloromelas,1,[22]
Bothriopsis_medusa,1,[22]
Bothriopsis_oligolepis,1,[22]
Bothriopsis_pulchra,1,[22]
Bothriopsis_taeniata,1,[22]
Bothrochilus_boa,0,[17]
Bothrocophias_campbelli,1,[22]
Bothrocophias_hyoprora,1,[22]
Bothrocophias_microphthalmus,1,[22]
Bothrocophias_myersi,1,[22]
Bothrolycus_ater,0,[21]
Bothrophthalmus_brunneus,0,[21]
Bothrophthalmus_lineatus,0,[21]
Bothrops_alcatraz,1,[22]
Bothrops_alternatus,1,[22]
Bothrops_ammodytoides,1,[22]
Bothrops_andianus,1,[22]
Bothrops_asper,1,[22]
Bothrops_atrox,1,[22]
Bothrops_barnetti,1,[22]
Bothrops_brazili,1,[22]
Bothrops_caribbaeus,1,[22]
Bothrops_colombianus,1,[22]
Bothrops_colombiensis,1,[22]
Bothrops_cotiara,1,[22]
Bothrops_diporus,1,[22]
Bothrops_erythromelas,1,[22]
Bothrops_fonsecai,1,[22]
Bothrops_insularis,1,[22]
Bothrops_itapetiningae,1,[22]
Bothrops_jararaca,1,[22]
Bothrops_jararacussu,1,[22]
Bothrops_jonathani,1,[22]
Bothrops_lanceolatus,1,[22]
Bothrops_leucurus,1,[22]
Bothrops_lojanus,1,[22]
Bothrops_lutzi,1,[22]
Bothrops_marajoensis,1,[22]
Bothrops_marmoratus,1,[22]
Bothrops_matogrossensis,1,[22]
Bothrops_moojeni,1,[22]
Bothrops_muriciensis,1,[22]
Bothrops_neuwiedi,1,[22]
Bothrops_pauloensis,1,[22]
Bothrops_pictus,1,[22]
Bothrops_pirajai,1,[22]
Bothrops_pubescens,1,[22]
Bothrops_punctata,1,[22]
Bothrops_sanctaecrucis,1,[22]
Bothrops_venezuelensis,1,[22]
Boulengerina_christyi,0,[20]
Brachylophus_bulabula,0,[7]
Brachylophus_fasciatus,0,[7]
Brachylophus_vitiensis,0,[7]
Brachymeles_apus,1,[23]
Brachymeles_bicolor,1,[23]
Brachymeles_bonitae,1,[23]
Brachymeles_boulengeri,1,[23]
Brachymeles_cebuensis,1,[23]
Brachymeles_elerae,1,[23]
Brachymeles_gracilis,1,[23]
Brachymeles_hilong,1,[23]
Brachymeles_minimus,1,[23]
Brachymeles_pathfinderi,1,[23]
Brachymeles_samarensis,1,[23]
Brachymeles_schadenbergi,1,[23]
Brachymeles_talinis,1,[23]
Brachymeles_tridactylus,1,[23]
Brachymeles_vermis,1,[23]
Brachymeles_wrighti,1,[23]
Brachyophidium_rhodogaster,1,[15]
Brachyophis_revoili,0,[21]
Brachyorrhos_albus,1,[15]
Brachyorrhos_jobiensis,1,[15]
Brachysaura_minor,0,[2]
Bradypodion_atromontanum,1,[5]
Bradypodion_caeruleogula,1,[5]
Bradypodion_caffrum,1,[5]
Bradypodion_damaranum,1,[5]
Bradypodion_dracomontanum,1,[5]
Bradypodion_gutturale,1,[5]
Bradypodion_karrooicum,1,[5]
Bradypodion_melanocephalum,1,[5]
Bradypodion_nemorale,1,[5]
Bradypodion_nkandlae,1,[5]
Bradypodion_occidentale,1,[5]
Bradypodion_pumilum,1,[5]
Bradypodion_setaroi,1,[5]
Bradypodion_taeniabronchum,1,[5]
Bradypodion_thamnobates,1,[5]
Bradypodion_transvaalense,1,[5]
Bradypodion_ventrale,1,[5]
Broghammerus_reticulatus,0,[17]
Broghammerus_timoriensis,0,[17]
Bronchocela_celebensis,0,[2]
Bronchocela_cristatella,0,[2]
Bronchocela_danieli,0,[2]
Bronchocela_hayeki,0,[2]
Bronchocela_jubata,0,[2]
Bronchocela_marmorata,0,[2]
Bronchocela_orlovi,0,[2]
Bronchocela_smaragdina,0,[2]
Bronchocela_vietnamensis,0,[2]
Bronia_bedai,0,[1]
Bronia_brasiliana,0,[1]
Bronia_kraoh,0,[1]
Bronia_saxosa,0,[1]
Brookesia_ambreensis,0,[5]
Brookesia_antakarana,0,[5]
Brookesia_bekolosy,0,[5]
Brookesia_betschi,0,[5]
Brookesia_bonsi,0,[5]
Brookesia_brygooi,0,[5]
Brookesia_decaryi,0,[5]
Brookesia_dentata,0,[5]
Brookesia_ebenaui,0,[5]
Brookesia_exarmata,0,[5]
Brookesia_griveaudi,0,[5]
Brookesia_karchei,0,[5]
Brookesia_lambertoni,0,[5]
Brookesia_lineata,0,[5]
Brookesia_lolontany,0,[5]
Brookesia_minima,0,[5]
Brookesia_nasus,0,[5]
Brookesia_perarmata,0,[5]
Brookesia_peyrierasi,0,[5]
Brookesia_stumpffi,0,[5]
Brookesia_superciliaris,0,[5]
Brookesia_therezieni,0,[5]
Brookesia_thieli,0,[5]
Brookesia_tuberculata,0,[5]
Brookesia_vadoni,0,[5]
Brookesia_valerieae,0,[5]
Brygophis_coulangesi,0,[21]
Bufoniceps_laungwalaensis,0,[2]
Buhoma_depressiceps,0,[21]
Buhoma_procterae,0,[21]
Buhoma_vauerocegae,0,[21]
Bungarus_andamanensis,0,[20]
Bungarus_bungaroides,0,[20]
Bungarus_caeruleus,0,[20]
Bungarus_candidus,0,[20]
Bungarus_ceylonicus,0,[20]
Bungarus_fasciatus,0,[20]
Bungarus_flaviceps,0,[20]
Bungarus_lividus,0,[20]
Bungarus_magnimaculatus,0,[20]
Bungarus_multicinctus,0,[20]
Bungarus_niger,0,[20]
Bungarus_sindanus,0,[20]
Bungarus_slowinskii,0,[20]
Bunopus_blanfordii,0,[4]
Bunopus_crassicauda,0,[4]
Bunopus_spatalurus,0,[4]
Bunopus_tuberculatus,0,[4]
Cacophis_churchilli,0,[20]
Cacophis_harriettae,0,[20]
Cacophis_krefftii,0,[20]
Cacophis_squamulosus,0,[20]
Cadea_blanoides,0,[1]
Cadea_palirostrata,0,[1]
Caimanops_amphiboluroides,0,[2]
Calabaria_reinhardtii,0,[17]
Calamaria_abstrusa,0,[19]
Calamaria_acutirostris,0,[19]
Calamaria_albiventer,0,[19]
Calamaria_alidae,0,[19]
Calamaria_apraeocularis,0,[19]
Calamaria_battersbyi,0,[19]
Calamaria_bicolor,0,[19]
Calamaria_bitorques,0,[19]
Calamaria_boesemani,0,[19]
Calamaria_borneensis,0,[19]
Calamaria_brongersmai,0,[19]
Calamaria_buchi,0,[19]
Calamaria_butonensis,0,[19]
Calamaria_ceramensis,0,[19]
Calamaria_crassa,0,[19]
Calamaria_curta,0,[19]
Calamaria_doederleini,0,[19]
Calamaria_eiselti,0,[19]
Calamaria_everetti,0,[19]
Calamaria_forcarti,0,[19]
Calamaria_gervaisii,0,[19]
Calamaria_grabowskyi,0,[19]
Calamaria_gracillima,0,[19]
Calamaria_griswoldi,0,[19]
Calamaria_hilleniusi,0,[19]
Calamaria_ingeri,0,[19]
Calamaria_javanica,0,[19]
Calamaria_joloensis,0,[19]
Calamaria_lateralis,0,[19]
Calamaria_leucogaster,0,[19]
Calamaria_linnaei,0,[19]
Calamaria_longirostris,0,[19]
Calamaria_lovii,0,[19]
Calamaria_lumbricoidea,0,[19]
Calamaria_lumholtzi,0,[19]
Calamaria_margaritophora,0,[19]
Calamaria_mecheli,0,[19]
Calamaria_melanota,0,[19]
Calamaria_modesta,0,[19]
Calamaria_muelleri,0,[19]
Calamaria_nuchalis,0,[19]
Calamaria_palawanensis,0,[19]
Calamaria_pavimentata,0,[19]
Calamaria_pfefferi,0,[19]
Calamaria_prakkei,0,[19]
Calamaria_rebentischi,0,[19]
Calamaria_schlegeli,0,[19]
Calamaria_schmidti,0,[19]
Calamaria_septentrionalis,0,[19]
Calamaria_suluensis,0,[19]
Calamaria_sumatrana,0,[19]
Calamaria_thanhi,0,[19]
Calamaria_ulmeri,0,[19]
Calamaria_virgulata,0,[19]
Calamaria_yunnanensis,0,[19]
Calamodontophis_paucidens,1,[19]
Calamodontophis_ronaldoi,1,[19]
Calamorhabdium_acuticeps,0,[19]
Calamorhabdium_kuekenthali,0,[19]
Calliophis_beddomei,0,[20]
Calliophis_bibroni,0,[20]
Calliophis_bivirgata,0,[20]
Calliophis_gracilis,0,[20]
Calliophis_haematoetron,0,[20]
Calliophis_intestinalis,0,[20]
Calliophis_maculiceps,0,[20]
Calliophis_melanurus,0,[20]
Calliophis_nigrescens,0,[20]
Callisaurus_draconoides,0,[7]
Callopistes_flavipunctatus,0,[9]
Callopistes_maculatus,0,[9]
Calloselasma_rhodostoma,0,[22]
Calodactylodes_aureus,0,[4]
Calodactylodes_illingworthorum,0,[4]
Calotes_andamanensis,0,[2]
Calotes_aurantolabium,0,[2]
Calotes_bhutanensis,0,[2]
Calotes_calotes,0,[2]
Calotes_ceylonensis,0,[2]
Calotes_chincollium,0,[2]
Calotes_desilvai,0,[2]
